name,1,2,3,4,5,6,7,cor,date
t1/20150512.tif,0.0133886481214,0.0994466051784,0.707505772246,0.116314158363,0.00912496450223,0.00503117630354,0.0491886752849,0.136367406732,0.416666666667
t1/20150613.tif,0.014417642964,0.0431641259995,0.713462173175,0.200445395841,0.0259921133164,0.00180467211752,0.000713876586673,0.287440175749,0.5
t1/20150715.tif,0.0101898538488,0.355554300302,0.273692586999,0.0741810459304,0.0453204465004,0.0334523512227,0.207609415197,0.0771066136313,0.583333333333
t1/20150816.tif,0.0126787223422,0.0319888899322,0.557677956301,0.353239365619,0.0324791562675,0.0104102521017,0.00152565743628,0.0408704941875,0.666666666667
t1/20150901.tif,0.0135611230688,0.0540440183468,0.603466026335,0.307817347513,0.0101431907253,0.0109663188987,1.97511259376e-06,0.224525554301,0.75
t1/20150917.tif,0.013812475163,0.127379356817,0.546718303011,0.285593904344,0.0245025805831,0.00195783690123,3.55431812628e-05,0.34685494984,0.75
t1/20151003.tif,0.014409563271,0.136592492418,0.537563823828,0.282839564974,0.0205489898005,0.007766702779,0.000278862930232,0.357968459859,0.833333333333
t1/20160123.tif,0.0146393458067,0.0244414926806,0.0458056646574,0.102785668238,0.170009761208,0.601150332961,0.0411677344478,0.270887164972,0.0833333333333
t1/20160208.tif,0.0150603868196,0.0504613630097,0.0483307029498,0.0481641833672,0.0699787428117,0.32991482301,0.438089798032,0.337984912457,0.166666666667
t1/20160311.tif,0.0949101737169,0.331224031499,0.135480392545,0.0640046891694,0.0509294250326,0.0427035930513,0.280747694986,0.0440255777464,0.25
t1/20160327.tif,0.0098959309074,0.0,0.000467364293368,0.97255882694,0.0170778778588,0.0,0.0,0.0218646603006,0.25
t1/20160412.tif,0.0147700456432,0.0480927757517,0.635946904968,0.244654865031,0.0492571577932,0.00725852388315,1.97269299719e-05,0.0403490638093,0.333333333333
t1/20160701.tif,0.0148152385593,0.0224748579356,0.653883538476,0.261289086522,0.0367382606667,0.00696970130345,0.00382931653727,0.151563055184,0.583333333333
t1/20160717.tif,0.0136448873146,0.0918827831304,0.608855450895,0.209186550237,0.0674147095796,0.00872826450818,0.000287354335545,0.295305209415,0.583333333333
t1/20160802.tif,0.0134654245705,0.155316835262,0.548009742395,0.144058857343,0.0537426838206,0.0130027002949,0.0724037563137,0.147513695482,0.666666666667
t1/20160818.tif,0.147812633714,0.2636948107,0.222859483209,0.0514794733839,0.0147902766993,0.0149670765915,0.284396245701,0.102765673078,0.666666666667
t1/20160903.tif,0.0145559201195,0.183381604762,0.575172452578,0.152810521938,0.0140408933248,0.00815212431287,0.0518864829639,0.207629759407,0.75
